,pptID,fileName,condition,age,gender,nationality,firstLang,trial,clipId,freetext,Competing,Cooperating,PlaySeparate,PlayTogether,leftSad,rightSad,leftHappy,rightHappy,leftAngry,rightAngry,leftExcited,rightExcited,leftCalm,rightCalm,leftFriendly,rightFriendly,leftAggressive,rightAggressive,leftEngaged,rightEngaged,leftDistracted,rightDistracted,leftBored,rightBored,leftFrustrated,rightFrustrated,leftDominant,rightDominant,leftSubmissive,rightSubmissive,diffSad,sumSad,diffHappy,sumHappy,diffAngry,sumAngry,diffExcited,sumExcited,diffCalm,sumCalm,diffFriendly,sumFriendly,diffAggressive,sumAggressive,diffEngaged,sumEngaged,diffDistracted,sumDistracted,diffBored,sumBored,diffFrustrated,sumFrustrated,diffDominant,sumDominant,diffSubmissive,sumSubmissive
446,126,56kinovq24ftj9_data.csv,2,41,Male,American,English,3,11,Both children were very focused on the table/screen. They were in a good mood and seemed to be working together.,2,3,1,3,1,1,3,3,1,1,3,3,3,1,3,3,1,1,4,4,1,1,0,0,1,1,1,1,1,1,0,-2,0,2,0,-2,0,2,2,0,0,2,0,-2,0,4,0,-2,0,-4,0,-2,0,-2,0,-2
447,126,56kinovq24ftj9_data.csv,2,41,Male,American,English,4,03,"Both children seemed to be very excited about whatever it was that they were doing. It seemed like maybe they were fighting a little bit over what they were doing, but it's hard to tell. They were both very focused on the table/screen and had a lot of energy.",3,1,2,2,1,1,3,2,1,2,3,3,1,1,2,2,3,1,3,3,1,1,1,1,1,3,3,1,1,1,0,-2,1,1,1,-1,0,2,0,-2,0,0,2,0,0,2,0,-2,0,-2,2,0,2,0,0,-2
448,127,57kin20uep282t_data.csv,2,32,Male,Indian,Tamil,1,05,An active kid and inactive kid playing an unknown game on the table.,1,1,3,3,3,0,1,3,2,0,0,3,4,0,3,0,1,3,1,3,1,1,3,3,3,1,1,4,3,0,3,-1,2,0,2,-2,3,-1,4,0,3,-1,2,0,2,0,0,-2,0,2,2,0,3,1,3,-1
449,127,57kin20uep282t_data.csv,2,32,Male,Indian,Tamil,2,17,Two white kids playing table game and teasing each other. Probably left kid playing well and very active.,3,1,3,1,1,1,3,1,1,3,3,1,1,2,3,1,2,1,3,3,2,1,1,1,0,0,3,1,1,1,0,-2,2,0,2,0,2,0,1,-1,2,0,1,-1,0,2,1,-1,0,-2,0,-4,2,0,0,-2
450,127,57kin20uep282t_data.csv,2,32,Male,Indian,Tamil,3,13,Two white kids playing a table game and the right kid was very angry with it.,4,0,2,0,0,0,2,1,1,4,1,3,3,0,3,0,0,4,3,1,0,0,1,0,1,4,1,4,2,0,0,-4,1,-1,3,1,2,0,3,-1,3,-1,4,0,2,0,0,-4,1,-3,3,1,3,1,2,-2
451,127,57kin20uep282t_data.csv,2,32,Male,Indian,Tamil,4,06,Indian and chinese kid playing a table game.They are looking friendly and playing peacefully.,0,4,1,3,1,1,2,2,0,0,1,1,3,3,4,4,0,0,3,3,0,0,1,1,0,0,0,0,2,2,0,-2,0,0,0,-4,0,-2,0,2,0,4,0,-4,0,2,0,-4,0,-2,0,-4,0,-4,0,0
460,128,61kintjaxg3l1q_data.csv,2,26,Male,American,English,1,05,One girl is not having fun and the other is.,1,2,3,1,3,1,1,3,1,1,1,3,3,2,2,3,1,1,1,3,2,1,3,1,2,1,1,3,3,1,2,0,2,0,0,-2,2,0,1,1,1,1,0,-2,2,0,1,-1,2,0,1,-1,2,0,2,0
461,128,61kintjaxg3l1q_data.csv,2,26,Male,American,English,2,03,They are happy and enjoying the game together,1,3,1,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,2,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,1,-1
462,128,61kintjaxg3l1q_data.csv,2,26,Male,American,English,3,01,"They are both having fun, they are enjoying the game together.",1,3,1,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,1,2,2,1,1,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,0,0,-2
463,128,61kintjaxg3l1q_data.csv,2,26,Male,American,English,4,13,They are playing together and having tons of fun especially at the end,3,3,1,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
468,129,62kind3nx4xy7j_data.csv,2,72,Male,American,English,1,14,"It looked like they were tracing something on the table-top with their fingers. The boy on the right seemed more intent with what he was tracing. The boy on the left seemed quite intent upon what the other boy was tracing, and seemed to be either trying to trace the same thing, or perhaps interfere with the other boy's efforts.",2,1,3,1,1,2,3,2,1,1,3,1,1,3,2,2,3,1,1,3,3,1,3,1,2,3,3,1,1,3,1,-1,1,1,0,-2,2,0,2,0,0,0,2,0,2,0,2,0,2,0,1,1,2,0,2,0
469,129,62kind3nx4xy7j_data.csv,2,72,Male,American,English,2,19,The boy on the left seemed less interested in the table. The boy on the right seemed to be giving a lot of instructions and was more interactive with the table.,2,2,1,3,2,1,2,3,1,1,1,3,3,2,3,2,1,3,1,3,3,1,3,1,2,1,1,3,3,1,1,-1,1,1,0,-2,2,0,1,1,1,1,2,0,2,0,2,0,2,0,1,-1,2,0,2,0
470,129,62kind3nx4xy7j_data.csv,2,72,Male,American,English,3,18,"The child on the right was very interested in and active on the table. The child on the left seemed interested, but a bit unsure. Each time the child on the left started to make a move toward the table, the child on the right would fend him off.",2,1,2,2,2,1,2,3,1,1,1,3,3,1,3,1,1,4,2,4,2,0,3,0,3,1,0,4,3,0,1,-1,1,1,0,-2,2,0,2,0,2,0,3,1,2,2,2,-2,3,-1,2,0,4,0,3,-1
471,129,62kind3nx4xy7j_data.csv,2,72,Male,American,English,4,10,"They were playing together, seeming to have a lot of fun. The child on the right was a bit more active, but both seemed interested in the table.",3,3,1,3,1,1,3,3,1,1,2,3,3,2,3,3,1,1,3,3,1,1,1,1,1,1,1,2,3,2,0,-2,0,2,0,-2,1,1,1,1,0,2,0,-2,0,2,0,-2,0,-2,0,-2,1,-1,1,1
472,130,62kind46fmekhe_data.csv,2,29,Female,American,English,1,09,"I felt that they had a disagreement about whatever they were working on. They seemed to get along, but they just didn't agree on whatever answer they were looking for.",3,3,0,2,0,0,3,3,0,0,3,3,3,3,3,3,1,1,3,3,0,0,0,0,1,1,3,3,1,1,0,-4,0,2,0,-4,0,2,0,2,0,2,0,-2,0,2,0,-4,0,-4,0,-2,0,2,0,-2
473,130,62kind46fmekhe_data.csv,2,29,Female,American,English,2,12,"The child on the left seemed happier, but they both seemed to get along with whatever they were doing on the table. There didn't seem to be any issues between the two of them.",3,3,1,3,0,0,4,3,0,0,4,3,1,3,3,3,1,1,4,3,0,0,0,0,0,1,3,3,0,2,0,-4,1,3,0,-4,1,3,2,0,0,2,0,-2,1,3,0,-4,0,-4,1,-3,0,2,2,-2
474,130,62kind46fmekhe_data.csv,2,29,Female,American,English,3,20,"They both seemed to get along, and the child on the right was very happy. They seemed like whatever they're doing at that table was a good activity for them both.",2,3,1,4,0,0,3,4,0,0,3,4,3,1,4,4,0,0,4,4,0,0,0,0,0,0,2,2,1,0,0,-4,1,3,0,-4,1,3,2,0,0,4,0,-4,0,4,0,-4,0,-4,0,-4,0,0,1,-3
475,130,62kind46fmekhe_data.csv,2,29,Female,American,English,4,05,I noticed the child on the left seemed disinterested while the child on the right was very interested in what they were doing.,2,2,3,1,2,0,1,4,2,0,0,4,4,1,1,3,1,1,1,4,2,0,4,0,2,0,0,3,2,1,2,-2,3,1,2,-2,4,0,3,1,2,0,0,-2,3,1,2,-2,4,0,2,-2,3,-1,1,-1
484,122,63kinea4vv7h95_data.csv,2,37,Male,Indian,Tamil,1,11,they both are playing and chatting very interestingly with the board,3,3,1,3,4,1,3,3,1,0,3,1,3,0,3,3,1,3,3,1,1,2,3,1,1,3,1,2,2,3,3,1,0,2,1,-3,2,0,3,-1,0,2,2,0,2,0,1,-1,2,0,2,0,1,-1,1,1
485,122,63kinea4vv7h95_data.csv,2,37,Male,Indian,Tamil,2,18,the right one child was very aggressively playing with that table and not allowing that boy to play,3,1,3,3,3,1,1,4,1,3,1,4,4,1,3,1,1,4,1,1,3,2,3,1,3,3,1,4,3,1,2,0,3,1,2,0,3,1,3,1,2,0,3,1,0,-2,1,1,2,0,0,2,3,1,2,0
486,122,63kinea4vv7h95_data.csv,2,37,Male,Indian,Tamil,3,09,both kids are painting each other in the board aggressively,3,3,1,3,3,1,4,4,1,0,3,3,1,1,3,3,1,3,3,1,1,2,3,1,1,3,1,3,3,1,2,0,0,4,1,-3,0,2,0,-2,0,2,2,0,2,0,1,-1,2,0,2,0,2,0,2,0
487,122,63kinea4vv7h95_data.csv,2,37,Male,Indian,Tamil,4,12,both kids are playing separately and the right kid was distracting the left kid,3,1,2,4,4,1,3,3,4,1,3,3,4,1,3,3,1,4,3,2,1,3,3,1,3,1,1,3,2,1,3,1,0,2,3,1,0,2,3,1,0,2,3,1,1,1,2,0,2,0,2,0,2,0,1,-1
496,123,64kinef5x1yksv_data.csv,2,27,Male,American,English,1,06,they both seem to be drawing stuff on a giant size tablet,2,3,1,3,0,0,1,3,0,0,1,2,3,1,1,1,1,0,3,3,0,0,2,0,1,1,1,1,1,1,0,-4,2,0,0,-4,1,-1,2,0,0,-2,1,-3,0,2,0,-4,2,-2,0,-2,0,-2,0,-2
497,123,64kinef5x1yksv_data.csv,2,27,Male,American,English,2,08,the one of the left was distracted for the majority portion of the video,2,2,2,2,1,1,0,0,0,0,0,0,1,3,1,1,0,0,1,3,4,0,3,1,2,1,1,2,1,1,0,-2,0,-4,0,-4,0,-4,2,0,0,-2,0,-4,2,0,4,0,2,0,1,-1,1,-1,0,-2
498,123,64kinef5x1yksv_data.csv,2,27,Male,American,English,3,14,both seem to be enjoying work with each other as a team,1,4,0,3,0,0,3,3,0,0,4,3,3,3,3,3,0,0,4,4,0,0,0,0,0,0,3,3,1,1,0,-4,0,2,0,-4,1,3,0,2,0,2,0,-4,0,4,0,-4,0,-4,0,-4,0,2,0,-2
499,123,64kinef5x1yksv_data.csv,2,27,Male,American,English,4,11,the child on the left was getting uncomfortable sitting on the floor,2,2,1,2,2,1,1,2,2,1,1,1,1,3,3,3,1,1,1,2,3,1,3,1,3,1,1,1,1,1,1,-1,1,-1,1,-1,0,-2,2,0,0,2,0,-2,1,-1,2,0,2,0,2,0,0,-2,0,-2
504,175,65kin2rblshvhu_data.csv,2,40,Prefer not to say,American,English,1,17,"They mostly seem to be doing their own things, alongside each other. There's a little chat, and there was that moment with the color palette, that I don't quite understand, but they're not really collaborating or interfering; they're just sort of coexisting. ",1,1,3,1,1,1,3,3,1,1,3,2,2,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,1,1,1,1,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
505,175,65kin2rblshvhu_data.csv,2,40,Prefer not to say,American,English,2,08,"They didn't much interact either, really, aside from that one strange moment when the girl on the left fiddled with the work of the girl on the right. The girl on the left wasn't too engaged with the whole situation. The one on the right was pretty focused, though.",1,1,3,1,2,2,2,2,1,1,1,1,2,3,2,2,1,1,1,3,4,1,3,1,1,1,1,1,1,1,0,0,0,0,0,-2,0,-2,1,1,0,0,0,-2,2,0,3,1,2,0,0,-2,0,-2,0,-2
506,175,65kin2rblshvhu_data.csv,2,40,Prefer not to say,American,English,3,09,"Well, here they were discussing plans for whatever the project was they were working on. So, they were technically playing together. Though they looked sort of bored while they did it.",1,3,1,3,1,1,2,2,1,1,2,2,2,3,2,2,1,1,3,3,3,1,2,1,1,1,1,1,1,1,0,-2,0,0,0,-2,0,0,1,1,0,0,0,-2,0,2,2,0,1,-1,0,-2,0,-2,0,-2
507,175,65kin2rblshvhu_data.csv,2,40,Prefer not to say,American,English,4,03,"These two are interacting more than any of the previous kids. They seem to just be jamming with each other, really.",1,3,1,4,0,0,3,3,1,1,4,4,1,1,3,3,1,1,4,4,0,0,0,0,1,1,1,1,1,1,0,-4,0,2,0,-2,0,4,0,-2,0,2,0,-2,0,4,0,-4,0,-4,0,-2,0,-2,0,-2
512,176,67kinv4c2kpno2_data.csv,2,32,Female,American,English,1,16,They were coodinating well but the boy on the right was domineering.,3,3,1,3,3,1,1,3,1,3,3,2,3,1,3,2,0,3,3,3,3,2,3,1,3,1,1,3,4,1,2,0,2,0,2,0,1,1,2,0,1,1,3,-1,0,2,1,1,2,0,2,0,2,0,3,1
513,176,67kinv4c2kpno2_data.csv,2,32,Female,American,English,2,20,the children were happy playing together,1,1,3,1,2,0,2,4,1,1,1,3,3,1,3,4,2,1,3,1,1,3,1,3,1,3,3,1,1,3,2,-2,2,2,0,-2,2,0,2,0,1,3,1,-1,2,0,2,0,2,0,2,0,2,0,2,0
514,176,67kinv4c2kpno2_data.csv,2,32,Female,American,English,3,15,They were playing together but the boy on the right was dominating.,1,3,1,3,2,1,3,3,1,3,3,3,3,1,3,1,1,3,3,3,1,1,2,1,3,1,1,3,3,1,1,-1,0,2,2,0,0,2,2,0,2,0,2,0,0,2,0,-2,1,-1,2,0,2,0,2,0
515,176,67kinv4c2kpno2_data.csv,2,32,Female,American,English,4,07,"the children are playin but the one on the left is doing most of the playing
",0,3,3,1,2,2,3,3,2,2,2,3,1,3,3,3,3,1,4,2,2,2,1,3,1,1,4,1,1,3,0,0,0,2,0,0,1,1,2,0,0,2,2,0,2,2,0,0,2,0,0,-2,3,1,2,0
520,124,68kinyol186pmh_data.csv,2,41,Male,American,English,1,08,"The dark-haired girl was focused on the interactive tablet-top.  Fully engrossed, but still talking to the blonde girl.  The blonde girl tried to interact with the tablet-top but the other girl was using it.  The blonde girl looked around the room and occupied herself until it was probably her turn to try the tablet-top.",1,1,4,1,2,1,2,3,2,1,1,3,3,3,3,3,1,2,1,4,4,0,4,0,3,1,1,3,3,1,1,-1,1,1,1,-1,2,0,0,2,0,2,1,-1,3,1,4,0,4,0,2,0,2,0,2,0
521,124,68kinyol186pmh_data.csv,2,41,Male,American,English,2,15,"They played together, goofing off a bit.  One in yellow was more aggressive than the one in red.",3,3,0,4,1,1,3,3,1,1,3,3,1,1,3,3,1,3,3,3,1,1,1,1,1,1,1,3,3,1,0,-2,0,2,0,-2,0,2,0,-2,0,2,2,0,0,2,0,-2,0,-2,0,-2,2,0,2,0
522,124,68kinyol186pmh_data.csv,2,41,Male,American,English,3,06,"They played together, and also talked with each other.  Very friendly and nice to each other.",1,4,0,4,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,3,3,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,2
523,124,68kinyol186pmh_data.csv,2,41,Male,American,English,4,02,"They competed with each other, the one in yellow was trying to keep the red boy away from a section of the table.  They were goofing and just making a mess on the table, not really drawing.",4,1,3,1,1,1,1,1,1,1,3,3,3,1,3,3,3,3,3,3,1,1,3,1,3,1,3,3,1,1,0,-2,0,-2,0,-2,0,2,2,0,0,2,0,2,0,2,0,-2,2,0,2,0,0,2,0,-2
524,125,69kinx0hfdlbkd_data.csv,2,57,Female,American,English,1,13,they were getting along and having fun and cooperating with each other,1,3,1,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,1,2,2,1,1,1,1,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,-2,0,0,0,-2,0,-2
525,125,69kinx0hfdlbkd_data.csv,2,57,Female,American,English,2,10,they were again playing together and experimenting with the table,1,3,1,3,1,1,3,3,1,1,3,3,2,2,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,0,2,0,0,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
526,125,69kinx0hfdlbkd_data.csv,2,57,Female,American,English,3,02,they were playing together with the table. The boy on the left was protective of a section for a bit but then stopped,1,3,1,3,1,1,2,3,2,1,2,3,2,2,2,3,1,1,3,3,1,1,1,1,2,2,1,1,1,1,0,-2,1,1,1,-1,1,1,0,0,1,1,0,-2,0,2,0,-2,0,-2,0,0,0,-2,0,-2
527,125,69kinx0hfdlbkd_data.csv,2,57,Female,American,English,4,06,they were playing somewhat independently with the table but were cooperating ,1,3,3,3,1,1,2,2,1,1,1,1,3,3,2,2,1,1,3,3,1,1,1,1,2,2,1,1,2,2,0,-2,0,0,0,-2,0,-2,0,2,0,0,0,-2,0,2,0,-2,0,-2,0,0,0,-2,0,0
556,172,73kin6qw0lw7bh_data.csv,2,26,Male,Indian,Tamil,1,17,"they two girls are play with the touch board, one girl i do of some think . ",0,1,1,3,1,0,3,4,0,0,3,1,3,2,2,2,1,2,3,4,0,2,0,0,2,3,2,2,2,3,1,-3,1,3,0,-4,2,0,1,1,0,0,1,-1,1,3,2,-2,0,-4,1,1,0,0,1,1
557,172,73kin6qw0lw7bh_data.csv,2,26,Male,Indian,Tamil,2,19,they are conversation about the map.,3,3,0,4,1,0,3,3,1,2,1,1,1,2,2,2,1,2,2,2,1,0,2,0,2,3,2,2,2,0,1,-3,0,2,1,-1,0,-2,1,-1,0,0,1,-1,0,0,1,-3,2,-2,1,1,0,0,2,-2
558,172,73kin6qw0lw7bh_data.csv,2,26,Male,Indian,Tamil,3,10,they are laying with touch pad.,1,3,1,3,0,0,3,3,0,0,3,3,0,0,3,3,1,2,2,2,1,2,3,0,3,2,1,2,2,2,0,-4,0,2,0,-4,0,2,0,-4,0,2,1,-1,0,0,1,-1,3,-1,1,1,1,-1,0,0
559,172,73kin6qw0lw7bh_data.csv,2,26,Male,Indian,Tamil,4,02,they are playing the touch pad of some game.,2,1,3,1,1,0,2,3,0,0,2,1,1,1,2,1,3,0,2,2,1,0,1,0,2,2,2,2,2,1,1,-3,1,1,0,-4,1,-1,0,-2,1,-1,3,-1,0,0,1,-3,1,-3,0,0,0,0,1,-1
560,118,73kins3s9l8ob9_data.csv,2,28,Male,American,English,1,07,They were talking a lot and pointing to things on the screen a lot ,3,3,1,3,1,1,2,2,1,1,3,3,3,2,3,3,1,2,3,3,1,1,1,1,1,1,1,3,2,2,0,-2,0,0,0,-2,0,2,1,1,0,2,1,-1,0,2,0,-2,0,-2,0,-2,2,0,0,0
561,118,73kins3s9l8ob9_data.csv,2,28,Male,American,English,2,09,"It seemed to be similar to the last interaction, they were both playing a game together on the screen. ",2,2,2,3,1,1,2,1,3,1,2,2,2,2,3,3,1,3,3,3,1,1,2,1,1,1,1,3,3,1,0,-2,1,-1,2,0,0,0,0,0,0,2,2,0,0,2,0,-2,1,-1,0,-2,2,0,2,0
562,118,73kins3s9l8ob9_data.csv,2,28,Male,American,English,3,04,The both seem to be enjoying the interaction. They look they are having a good time. ,2,2,1,3,3,3,3,3,1,1,3,3,1,2,2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,-2,0,2,1,-1,1,1,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
563,118,73kins3s9l8ob9_data.csv,2,28,Male,American,English,4,13,They both seemed to be having a lot of fun playing the game. ,1,1,1,2,1,1,3,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,1,3,1,1,3,3,1,1,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,2,0,0,-2,0,2,0,-2
568,173,75king02btkmbt_data.csv,2,25,Male,Indian,Tamil,1,11,They are playing a game by using the touch screen board. both are very happy and fresh mind.,2,3,1,3,0,1,4,2,1,1,3,1,1,3,4,3,3,1,3,2,1,1,1,1,0,1,2,2,1,1,1,-3,2,2,0,-2,2,0,2,0,1,3,2,0,1,1,0,-2,0,-2,1,-3,0,0,0,-2
569,173,75king02btkmbt_data.csv,2,25,Male,Indian,Tamil,2,05,The childrens are playing use touch board.one children is looking bored.,2,1,3,1,4,2,0,1,0,0,1,1,4,3,2,2,1,1,1,1,3,1,4,2,4,3,2,2,3,2,2,2,1,-3,0,-4,0,-2,1,3,0,0,0,-2,0,-2,2,0,2,2,1,3,0,0,1,1
570,173,75king02btkmbt_data.csv,2,25,Male,Indian,Tamil,3,19,They are very intrest in playing in touch board. both are fully involved in the game.,1,4,0,3,1,1,3,3,0,0,2,1,1,1,3,3,1,1,4,4,1,1,1,1,1,1,2,2,1,1,0,-2,0,2,0,-4,1,-1,0,-2,0,2,0,-2,0,4,0,-2,0,-2,0,-2,0,0,0,-2
571,173,75king02btkmbt_data.csv,2,25,Male,Indian,Tamil,4,10,both childrens are very happy and involved in playing.,1,3,2,1,0,1,3,2,1,1,3,2,1,1,3,3,1,1,2,3,1,1,1,2,1,2,2,2,1,2,1,-3,1,1,0,-2,1,1,0,-2,0,2,0,-2,1,1,0,-2,1,-1,1,-1,0,0,1,-1
572,174,75kinlfpowve24_data.csv,2,27,Female,American,English,1,15,They seemed to be very excitable and almost competitive in whatever game they were playing.,4,1,0,4,1,1,3,3,0,0,4,4,1,1,3,3,3,3,4,4,1,1,1,1,1,1,1,3,3,1,0,-2,0,2,0,-4,0,4,0,-2,0,2,0,2,0,4,0,-2,0,-2,0,-2,2,0,2,0
573,174,75kinlfpowve24_data.csv,2,27,Female,American,English,2,08,The child on the left did not care much for what was going on on the table.,0,0,3,0,0,0,3,3,0,0,1,1,3,3,3,3,0,0,0,4,4,0,4,1,0,0,1,1,1,1,0,-4,0,2,0,-4,0,-2,0,2,0,2,0,-4,4,0,4,0,3,1,0,-4,0,-2,0,-2
574,174,75kinlfpowve24_data.csv,2,27,Female,American,English,3,20,"They seemed to be doing different things regarding the table, but were both having a really good time",1,3,3,3,0,0,3,4,0,0,3,4,1,1,3,3,3,1,4,4,0,0,0,0,0,0,4,1,0,3,0,-4,1,3,0,-4,1,3,0,-2,0,2,2,0,0,4,0,-4,0,-4,0,-4,3,1,3,-1
575,174,75kinlfpowve24_data.csv,2,27,Female,American,English,4,10,They both seemed to be partaking in the same objective judging from their cooperation and similar hand motions,0,4,0,3,0,0,3,3,0,0,3,3,3,3,3,3,1,1,4,4,0,0,0,0,0,0,1,1,3,1,0,-4,0,2,0,-4,0,2,0,2,0,2,0,-2,0,4,0,-4,0,-4,0,-4,0,-2,2,0
580,119,78kinjpo8ruydl_data.csv,2,39,Male,American,English,1,13,The girl in the pink seems to take it more seriously and appears to be bossy.  The girl in the yellow vest seems to be having a lot of fun.,3,3,1,3,0,0,4,3,0,3,3,3,1,1,4,3,1,4,4,4,0,0,0,0,0,3,0,4,3,0,0,-4,1,3,3,-1,0,2,0,-2,1,3,3,1,0,4,0,-4,0,-4,3,-1,4,0,3,-1
581,119,78kinjpo8ruydl_data.csv,2,39,Male,American,English,2,03,"The children played well together, and seemed to be cooperating.  Both were happy, and focused on the task.",0,4,1,4,0,0,4,4,0,0,3,3,1,1,4,4,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,-4,0,4,0,-4,0,2,0,-2,0,4,0,-2,0,4,0,-4,0,-4,0,-4,0,-4,0,-4
582,119,78kinjpo8ruydl_data.csv,2,39,Male,American,English,3,08,The girl in the yellow was very distracted and didn't interact much.  The girl in the pink vest was very calm.,0,2,3,1,0,0,2,3,0,0,0,0,4,4,3,3,0,0,0,4,4,0,4,1,0,0,0,4,3,0,0,-4,1,1,0,-4,0,-4,0,4,0,2,0,-4,4,0,4,0,3,1,0,-4,4,0,3,-1
583,119,78kinjpo8ruydl_data.csv,2,39,Male,American,English,4,04,They were highly distracted by some pieces of paper.  They appeared to cooperate when they did work at the table.,1,4,0,4,0,0,4,4,0,0,1,3,3,3,4,4,0,1,1,1,3,4,0,0,0,0,0,3,3,0,0,-4,0,4,0,-4,2,0,0,2,0,4,1,-3,0,-2,1,3,0,-4,0,-4,3,-1,3,-1
584,170,79kinecvn4u4zn_data.csv,2,47,Female,American,English,1,14,"The child in yellow was very assertive, almost aggressive. He kept moving into the pink's space",3,1,1,3,0,2,4,3,0,0,4,3,1,4,3,4,3,0,3,3,0,0,1,3,1,3,4,0,0,3,2,-2,1,3,0,-4,1,3,3,1,1,3,3,-1,0,2,0,-4,2,0,2,0,4,0,3,-1
585,170,79kinecvn4u4zn_data.csv,2,47,Female,American,English,2,18,The child on the right was unwilling o let the child on the left play with the table,3,0,4,0,3,1,3,1,1,3,3,4,3,1,4,1,0,4,3,4,0,0,1,0,3,3,0,4,4,0,2,0,2,0,2,0,1,3,2,0,3,1,4,0,1,3,0,-4,1,-3,0,2,4,0,4,0
586,170,79kinecvn4u4zn_data.csv,2,47,Female,American,English,3,12,"they were both dominant but played together well, they seemed to be willing to share and play together",1,3,1,3,0,0,4,3,0,0,4,4,3,3,3,3,1,3,4,4,1,1,0,0,0,1,3,3,0,0,0,-4,1,3,0,-4,0,4,0,2,0,2,2,0,0,4,0,-2,0,-4,1,-3,0,2,0,-4
587,170,79kinecvn4u4zn_data.csv,2,47,Female,American,English,4,08,"They played seperetly, the child on the left lost interest in the table, the child on the right enjoyed the table",0,3,4,0,1,0,1,3,0,0,0,0,3,3,3,3,0,0,0,3,4,1,4,1,0,0,0,0,2,2,1,-3,2,0,0,-4,0,-4,0,2,0,2,0,-4,3,-1,3,1,3,1,0,-4,0,-4,0,0
588,120,79kinlombd2aqt_data.csv,2,39,Female,American,English,1,12,They seem enthusiastic and excited about the game but independent in how they play.,2,1,4,2,0,1,3,3,0,0,3,3,1,2,3,2,1,1,4,4,0,0,0,0,1,1,1,1,1,0,1,-3,0,2,0,-4,0,2,1,-1,1,1,0,-2,0,4,0,-4,0,-4,0,-2,0,-2,1,-3
589,120,79kinlombd2aqt_data.csv,2,39,Female,American,English,2,15,One of the children seemed to be controlling the situation but neither seemed especially unhappy.,2,1,1,2,1,1,3,3,1,1,2,3,3,2,3,2,0,3,3,4,1,0,1,0,2,1,0,4,3,0,0,-2,0,2,0,-2,1,1,1,1,1,1,3,-1,1,3,1,-3,1,-3,1,-1,4,0,3,-1
590,120,79kinlombd2aqt_data.csv,2,39,Female,American,English,3,13,"They seemed mostly excited but also a bit frantic, as though they were pressed for time or occasionally a bit frustrated.",2,1,3,1,1,1,3,2,1,2,3,4,2,0,3,2,1,3,3,3,1,2,1,1,1,3,1,4,1,0,0,-2,1,1,1,-1,1,3,2,-2,1,1,2,0,0,2,1,-1,0,-2,2,0,3,1,1,-3
591,120,79kinlombd2aqt_data.csv,2,39,Female,American,English,4,03,"They appear to be happy, excited, and even surprised by what's on the screen. They mostly but not entirely seem to be working together.",2,2,2,3,0,1,3,3,0,1,4,4,1,1,2,3,3,1,4,4,1,1,0,0,1,1,3,1,0,1,1,-3,0,2,1,-3,0,4,0,-2,1,1,2,0,0,4,0,-2,0,-4,0,-2,2,0,1,-3
600,196,80kineyndu8cd6_data.csv,2,21,Female,American,English,1,16,The boy was rather demanding or in control. The girl was more submissive but did not seem like she had any sort of reaction to him shooing her hand away. ,4,1,1,3,3,1,1,1,0,3,1,3,3,1,4,1,0,4,4,4,0,0,3,0,3,3,0,4,4,0,2,0,0,-2,3,-1,2,0,2,0,3,1,4,0,0,4,0,-4,3,-1,0,2,4,0,4,0
601,196,80kineyndu8cd6_data.csv,2,21,Female,American,English,2,20,They look like they are having fun. Each one is cooperating with the other. They are both happy. They look like they are friends.,0,4,1,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,0,0,0,0,4,1,0,3,0,-4,0,4,0,-4,0,4,0,-4,0,4,0,-4,0,4,0,-4,0,-4,0,-4,3,1,3,-1
