,pptID,fileName,condition,age,gender,nationality,firstLang,trial,clipId,freetext,Competing,Cooperating,PlaySeparate,PlayTogether,leftSad,rightSad,leftHappy,rightHappy,leftAngry,rightAngry,leftExcited,rightExcited,leftCalm,rightCalm,leftFriendly,rightFriendly,leftAggressive,rightAggressive,leftEngaged,rightEngaged,leftDistracted,rightDistracted,leftBored,rightBored,leftFrustrated,rightFrustrated,leftDominant,rightDominant,leftSubmissive,rightSubmissive,diffSad,sumSad,diffHappy,sumHappy,diffAngry,sumAngry,diffExcited,sumExcited,diffCalm,sumCalm,diffFriendly,sumFriendly,diffAggressive,sumAggressive,diffEngaged,sumEngaged,diffDistracted,sumDistracted,diffBored,sumBored,diffFrustrated,sumFrustrated,diffDominant,sumDominant,diffSubmissive,sumSubmissive
602,196,80kineyndu8cd6_data.csv,2,21,Female,American,English,3,04,They both looked happy. Both of the children were distracted from the table. They wanted to converse with each other more than what was going on at the table. They finally settled at the very end by concentrating on the table.,0,4,4,3,0,0,4,4,0,0,4,4,1,3,4,4,0,0,0,0,4,4,4,0,0,0,4,1,0,3,0,-4,0,4,0,-4,0,4,2,0,0,4,0,-4,0,-4,0,4,4,0,0,-4,3,1,3,-1
603,196,80kineyndu8cd6_data.csv,2,21,Female,American,English,4,02,"The child on the left was not fully cooperating with the other child and kept him from doing something on his side of the table by covering it with his hand. They were both concentrating on what was going on at the table, but the child on the left looked like he was bored and the child on the right looked excited about what he was doing.",4,1,4,0,3,0,1,4,1,1,0,4,1,0,1,4,4,0,4,4,0,0,4,0,4,0,4,4,0,4,3,-1,3,1,0,-2,4,0,1,-3,3,1,4,0,0,4,0,-4,4,0,4,0,0,4,4,0
604,171,81kin97qtwo9tv_data.csv,2,33,Female,Indian,Tamil,1,19,It looks like they are playing a game or studying a map. They look calm and cooperative.,2,3,1,3,1,1,3,3,1,1,2,2,3,3,4,4,1,1,4,4,0,0,1,1,1,1,2,2,1,1,0,-2,0,2,0,-2,0,0,0,2,0,4,0,-2,0,4,0,-4,0,-2,0,-2,0,0,0,-2
605,171,81kin97qtwo9tv_data.csv,2,33,Female,Indian,Tamil,2,09,It looked like both were playing separately. One is excited and the other one looks kind of bored.,2,2,3,1,1,2,1,1,2,2,3,2,1,2,2,2,2,2,3,1,1,3,1,3,3,3,3,2,1,2,1,-1,0,-2,0,0,1,1,1,-1,0,0,0,0,2,0,2,0,2,0,0,2,1,1,1,-1
606,171,81kin97qtwo9tv_data.csv,2,33,Female,Indian,Tamil,3,04,It looks like they were enjoying with each other. They were cooperative.,2,3,1,4,1,1,4,4,1,1,3,3,1,1,4,4,1,1,4,4,1,1,1,1,1,1,2,2,1,1,0,-2,0,4,0,-2,0,2,0,-2,0,4,0,-2,0,4,0,-2,0,-2,0,-2,0,0,0,-2
607,171,81kin97qtwo9tv_data.csv,2,33,Female,Indian,Tamil,4,06,It looks like they were playing calmly with each other. They are working with each other.,1,3,1,3,1,1,2,2,1,1,1,2,3,2,3,3,1,1,4,4,0,0,1,1,1,1,1,2,2,1,0,-2,0,0,0,-2,1,-1,1,1,0,2,0,-2,0,4,0,-4,0,-2,0,-2,1,-1,1,-1
608,121,81kinexuk3o9gt_data.csv,2,28,Male,American,English,1,10,"They acted very excited about the interaction, the girl on the right freaked out a bit about something the girl on the left may have done. ",3,2,2,3,2,1,3,3,2,2,4,3,1,3,2,3,4,1,4,4,1,1,1,1,3,1,2,3,2,3,1,-1,0,2,0,0,1,3,2,0,1,1,3,1,0,4,0,-2,0,-2,2,0,1,1,1,1
609,121,81kinexuk3o9gt_data.csv,2,28,Male,American,English,2,03,"The boy in the yellow shirt was very dominant and he was taking over the game they were playing, the girl was very surprised and felt she was being left out. ",4,1,2,3,0,3,4,2,2,2,4,1,1,3,1,3,4,0,4,3,0,1,0,3,1,4,4,0,0,4,3,-1,2,2,0,0,3,1,2,0,2,0,4,0,1,3,1,-3,3,-1,3,1,4,0,4,0
610,121,81kinexuk3o9gt_data.csv,2,28,Male,American,English,3,04,"The boys seemed uninterested in the touchscreen for the majority of the video, they seemed to be interacting with some sort of cards. ",2,3,2,3,0,0,3,3,0,0,3,1,3,3,3,3,1,0,3,3,4,3,2,2,2,1,3,1,2,2,0,-4,0,2,0,-4,2,0,0,2,0,2,1,-3,0,2,1,3,0,0,1,-1,2,0,0,0
611,121,81kinexuk3o9gt_data.csv,2,28,Male,American,English,4,11,"The girl on the left was very dominant, the girl on the right felt distracted easily and was probably bored. ",2,3,2,3,0,2,3,2,1,1,4,1,3,3,3,3,3,1,4,1,0,3,0,3,1,3,4,0,0,4,2,-2,1,1,0,-2,3,1,0,2,0,2,2,0,3,1,3,-1,3,-1,2,0,4,0,4,0
612,194,81kinuo3vsjl0w_data.csv,2,48,Female,American,English,1,01,The two young girls are having fun in this interaction.  They are smiling and interacting with one another happily.,1,3,1,4,0,0,3,3,1,1,3,3,1,0,4,4,3,3,3,3,1,1,1,1,1,1,2,2,0,0,0,-4,0,2,0,-2,0,2,1,-3,0,4,0,2,0,2,0,-2,0,-2,0,-2,0,0,0,-4
613,194,81kinuo3vsjl0w_data.csv,2,48,Female,American,English,2,04,They are talking with one another and smiling.  They are happily playing together. ,1,3,1,3,1,1,3,3,1,1,1,1,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,0,-2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
614,194,81kinuo3vsjl0w_data.csv,2,48,Female,American,English,3,20,The child on the right is mostly observing the child on the left.  The child on the left is doing his own thing and not really paying attention to the child on the right.,2,1,3,1,1,1,2,2,1,1,1,3,3,3,1,3,1,1,3,3,1,1,1,1,1,1,3,1,1,3,0,-2,0,0,0,-2,2,0,0,2,2,0,0,-2,0,2,0,-2,0,-2,0,-2,2,0,2,0
615,194,81kinuo3vsjl0w_data.csv,2,48,Female,American,English,4,02,The child on the left is trying to just play by himself but the child on the right keeps interfering.  The child on the left looks like he would prefer to be alone.,2,1,3,1,3,1,1,3,2,1,1,3,3,1,1,2,2,2,3,3,1,1,2,1,3,1,1,3,2,1,2,0,2,0,1,-1,2,0,2,0,1,-1,0,0,0,2,0,-2,1,-1,2,0,2,0,1,-1
620,107,82kinme3y7c7yt_data.csv,2,30,Female,American,English,1,12,the girl in pink was very quick to use the girl in yellows side of the table and the girl in yellow was submissive and content with it,1,4,1,4,0,0,4,3,0,0,4,4,4,0,4,4,0,4,4,4,0,0,0,0,0,0,0,4,4,1,0,-4,1,3,0,-4,0,4,4,0,0,4,4,0,0,4,0,-4,0,-4,0,-4,4,0,3,1
621,107,82kinme3y7c7yt_data.csv,2,30,Female,American,English,2,13,there was frustration and you could tell the girl in pink got upset,2,0,0,3,0,3,3,1,3,4,3,3,4,0,4,0,1,4,4,1,0,0,1,3,4,4,0,4,3,0,3,-1,2,0,1,3,0,2,4,0,4,0,3,1,3,1,0,-4,2,0,0,4,4,0,3,-1
622,107,82kinme3y7c7yt_data.csv,2,30,Female,American,English,3,18,child on the right was very agressive and didnt let the other child play,2,0,2,2,4,1,0,1,3,3,1,4,1,0,3,0,1,4,3,3,0,0,4,1,4,3,1,4,4,0,3,1,1,-3,0,2,3,1,1,-3,3,-1,3,1,0,2,0,-4,3,1,1,3,3,1,4,0
623,107,82kinme3y7c7yt_data.csv,2,30,Female,American,English,4,11,they were communicating together and discussing strtegies they seemed happy,0,4,1,4,0,0,4,4,0,0,4,4,4,4,4,4,1,1,4,4,0,0,0,0,0,0,2,2,2,2,0,-4,0,4,0,-4,0,4,0,4,0,4,0,-2,0,4,0,-4,0,-4,0,-4,0,0,0,0
628,195,83kineolo3u9cn_data.csv,2,24,Female,Indian,Tamil,1,20,we are playing the game and it both of them enjoy to play the games,2,1,1,3,1,1,3,3,2,1,2,3,2,2,3,3,1,1,3,2,1,3,1,1,2,2,3,3,3,3,0,-2,0,2,1,-1,1,1,0,0,0,2,0,-2,1,1,2,0,0,-2,0,0,0,2,0,2
629,195,83kineolo3u9cn_data.csv,2,24,Female,Indian,Tamil,2,04,now both of them happy to play and it enjoy at these moment,2,3,1,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,2,2,2,3,1,1,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,0,1,1,0,-2
630,195,83kineolo3u9cn_data.csv,2,24,Female,Indian,Tamil,3,01,we are playing together to play the game and it enjoyed on them,3,3,3,3,1,1,3,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,3,3,3,3,0,-2,0,2,0,-2,0,2,0,2,0,2,0,2,0,2,0,-2,0,0,0,0,0,2,0,2
631,195,83kineolo3u9cn_data.csv,2,24,Female,Indian,Tamil,4,02, we are playing both of them to enjoy the game,2,2,1,3,3,2,3,3,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,2,0,-2,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,0,2,0,2
636,104,84kinr4ax9wh3w_data.csv,2,35,Female,American,English,1,08,They didn't interact with each other. The one in yellow wasn't very interested and didn't seem sure about what she should be doing.,1,1,4,1,1,0,2,3,0,0,1,1,3,4,3,2,0,0,0,4,4,0,4,1,1,1,0,3,1,3,1,-3,1,1,0,-4,0,-2,1,3,1,1,0,-4,4,0,4,0,3,1,0,-2,3,-1,2,0
637,104,84kinr4ax9wh3w_data.csv,2,35,Female,American,English,2,02,The child on the left seemed to try to be dominate. The one on the left seemed happy.,3,0,2,2,1,0,1,3,1,1,1,3,1,1,0,4,4,0,3,3,0,0,0,0,1,1,4,0,0,0,1,-3,2,0,0,-2,2,0,0,-2,4,0,4,0,0,2,0,-4,0,-4,0,-2,4,0,0,-4
638,104,84kinr4ax9wh3w_data.csv,2,35,Female,American,English,3,07,They seemed to be working together and being friendly with each other.,1,4,0,4,0,1,3,3,0,0,1,1,4,4,4,4,0,0,3,3,0,1,1,0,1,1,1,1,1,3,1,-3,0,2,0,-4,0,-2,0,4,0,4,0,-4,0,2,1,-3,1,-3,0,-2,0,-2,2,0
639,104,84kinr4ax9wh3w_data.csv,2,35,Female,American,English,4,06,The seemed to like playing together and neither one dominated the other.,1,4,1,4,1,0,4,4,0,0,1,1,4,4,4,4,0,0,4,4,0,0,1,1,0,0,1,1,1,3,1,-3,0,4,0,-4,0,-2,0,4,0,4,0,-4,0,4,0,-4,0,-2,0,-4,0,-2,2,0
644,168,85kinrbvhwxc8j_data.csv,2,44,Male,American,English,1,15,"waiting for their turns, team play playing a game",2,4,0,3,2,1,4,3,0,0,3,3,4,4,3,2,0,0,4,4,0,0,1,1,0,0,1,3,2,0,1,-1,1,3,0,-4,0,2,0,4,1,1,0,-4,0,4,0,-4,0,-2,0,-4,2,0,2,-2
645,168,85kinrbvhwxc8j_data.csv,2,44,Male,American,English,2,11,Friendly equal team play,2,2,3,4,2,2,2,2,1,1,1,0,4,3,3,3,0,1,4,4,0,0,1,1,3,1,0,0,1,1,0,0,0,0,0,-2,1,-3,1,3,0,2,1,-3,0,4,0,-4,0,-2,2,0,0,-4,0,-2
646,168,85kinrbvhwxc8j_data.csv,2,44,Male,American,English,3,05,Bored to death. Killing time. REally not interested,1,2,3,1,1,1,3,2,1,1,1,0,2,3,2,2,0,1,3,2,3,2,4,4,3,2,1,1,0,0,0,-2,1,1,0,-2,1,-3,1,1,0,0,1,-3,1,1,1,1,0,4,1,1,0,-2,0,-4
647,168,85kinrbvhwxc8j_data.csv,2,44,Male,American,English,4,12,Having a lot of fun interacting and playing with each other,0,2,2,3,0,1,4,2,1,0,4,2,1,1,2,2,1,1,4,4,0,0,0,3,0,2,0,0,0,0,1,-3,2,2,1,-3,2,2,0,-2,0,0,0,-2,0,4,0,-4,3,-1,2,-2,0,-4,0,-4
652,193,86kintm80slbrk_data.csv,2,52,Female,American,English,1,16,The children seem to be drawing but not completely agreeing on how it should be drawn. The boy did not approve of something the girl did to his area of board.,1,2,2,2,1,1,2,2,1,2,1,3,3,1,3,2,1,3,3,3,1,1,1,1,1,3,2,1,1,1,0,-2,0,0,1,-1,2,0,2,0,1,1,2,0,0,2,0,-2,0,-2,2,0,1,-1,0,-2
653,193,86kintm80slbrk_data.csv,2,52,Female,American,English,2,01,They seemed to be playing together with a little friendly competition. They seemed excited and happy with a little physical hand play.,3,3,1,3,1,1,3,3,1,1,2,3,3,1,3,3,1,3,3,3,1,1,1,1,1,1,1,3,1,1,0,-2,0,2,0,-2,1,1,2,0,0,2,2,0,0,2,0,-2,0,-2,0,-2,2,0,0,-2
654,193,86kintm80slbrk_data.csv,2,52,Female,American,English,3,02,They are playing a game together but with separate objectives at times.It all seems friendly and they seem focused.,3,3,3,3,1,1,3,3,1,1,1,3,3,1,3,3,1,1,3,3,1,1,1,1,1,1,1,3,1,1,0,-2,0,2,0,-2,2,0,2,0,0,2,0,-2,0,2,0,-2,0,-2,0,-2,2,0,0,-2
655,193,86kintm80slbrk_data.csv,2,52,Female,American,English,4,20,The boys seemed like they were playing separately at first but then together near end of clip. They seemed happy as boy on right was laughing.  ,2,3,3,2,1,1,3,4,1,0,1,4,3,2,3,3,1,2,2,2,1,1,1,1,1,1,3,1,2,1,0,-2,1,3,1,-3,3,1,1,1,0,2,1,-1,0,0,0,-2,0,-2,0,-2,2,0,1,-1
664,169,87kinkv6ng7xps_data.csv,2,28,Male,Indian,Tamil,1,05,The Children's playing in smart screen with latest upgrade devices.they are talking something about display on the screen. ,3,3,2,3,3,1,1,3,1,1,1,3,3,1,2,3,1,3,1,1,1,1,3,1,2,2,1,3,1,3,2,0,2,0,0,-2,2,0,2,0,1,1,2,0,0,-2,0,-2,2,0,0,0,2,0,2,0
665,169,87kinkv6ng7xps_data.csv,2,28,Male,Indian,Tamil,2,11,The children's are minimum excitement to play game.they are talking something about this table.,4,2,0,3,3,3,3,2,1,1,1,1,1,1,3,3,3,3,4,4,1,1,3,3,1,1,1,3,1,1,0,2,1,1,0,-2,0,-2,0,-2,0,2,0,2,0,4,0,-2,0,2,0,-2,2,0,0,-2
666,169,87kinkv6ng7xps_data.csv,2,28,Male,Indian,Tamil,3,04,The boys play and pick a bit of paper and shown one to another.,4,4,1,4,1,0,3,4,1,1,4,4,3,1,4,4,1,3,3,3,4,4,0,0,1,1,3,2,1,1,1,-3,1,3,0,-2,0,4,2,0,0,4,2,0,0,2,0,4,0,-4,0,-2,1,1,0,-2
667,169,87kinkv6ng7xps_data.csv,2,28,Male,Indian,Tamil,4,15,"The boys are engaged in the table,Right child more dominate in this video.",4,1,0,4,1,1,3,3,1,3,3,3,1,1,4,3,3,3,4,4,3,3,1,1,3,1,1,4,1,1,0,-2,0,2,2,0,0,2,0,-2,1,3,0,2,0,4,0,2,0,-2,2,0,3,1,0,-2
668,105,88kinoq3enm0nn_data.csv,2,23,Male,American,English,1,17,"It appeared one of them was rather bossy, as she kept pushing the other away, while the one girl laughed. It appeared one of them didn't want to share. ",3,0,3,1,0,0,4,3,0,3,4,1,0,1,4,0,0,4,4,4,1,0,0,0,1,4,0,4,3,0,0,-4,1,3,3,-1,3,1,1,-3,4,0,4,0,0,4,1,-3,0,-4,3,1,4,0,3,-1
669,105,88kinoq3enm0nn_data.csv,2,23,Male,American,English,2,06,"They were both calm, but happy seeming. They seemed to be working together. ",0,4,1,4,0,0,3,3,0,0,1,1,4,4,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,-4,0,2,0,-4,0,-2,0,4,0,2,0,-4,0,4,0,-4,0,-4,0,-4,0,-4,0,-4
670,105,88kinoq3enm0nn_data.csv,2,23,Male,American,English,3,15,"They seemed to be playing well together, but then the boy on the right came through as the clearly dominate one and pushed the other boys hand away. They seemed happy though. ",3,3,1,3,0,0,3,3,0,1,3,3,3,3,3,3,0,3,4,4,0,0,0,0,1,3,0,4,4,0,0,-4,0,2,1,-3,0,2,0,2,0,2,3,-1,0,4,0,-4,0,-4,2,0,4,0,4,0
671,105,88kinoq3enm0nn_data.csv,2,23,Male,American,English,4,14,"They seemed to be getting along and cooperating. They seemed happy playing together, and appeared to be working together. ",0,4,0,4,0,0,4,4,0,0,4,4,3,3,4,4,0,0,4,4,0,0,0,0,0,0,0,3,1,0,0,-4,0,4,0,-4,0,4,0,2,0,4,0,-4,0,4,0,-4,0,-4,0,-4,3,-1,1,-3
672,117,88kinuedp6f9em_data.csv,2,27,Male,Indian,Malayalam,1,17,They were doing drawing of pictures by shading colors to pictures.,3,3,3,3,1,2,4,3,1,1,4,1,1,3,3,3,2,2,4,3,4,1,1,1,1,1,1,3,3,3,1,-1,1,3,0,-2,3,1,2,0,0,2,0,0,1,3,3,1,0,-2,0,-2,2,0,0,2
673,117,88kinuedp6f9em_data.csv,2,27,Male,Indian,Malayalam,2,08,They were about to start playing each other with painting board,2,1,3,1,2,0,1,3,1,2,0,2,1,3,2,3,1,3,0,4,4,0,3,1,3,1,1,3,1,3,2,-2,2,0,1,-1,2,-2,2,0,1,1,2,0,4,0,4,0,2,0,2,0,2,0,2,0
674,117,88kinuedp6f9em_data.csv,2,27,Male,Indian,Malayalam,3,16,They were doing landscape painting with painting board together in school.,2,4,0,4,1,1,4,4,0,0,1,1,4,4,4,4,1,1,3,3,1,1,0,0,0,0,1,1,1,1,0,-2,0,4,0,-4,0,-2,0,4,0,4,0,-2,0,2,0,-2,0,-4,0,-4,0,-2,0,-2
675,117,88kinuedp6f9em_data.csv,2,27,Male,Indian,Malayalam,4,07,They were doing coloring with the paining learning board in school.,3,3,3,1,1,1,1,3,3,1,1,1,1,3,2,3,3,1,3,3,3,3,3,1,1,1,1,3,1,1,0,-2,2,0,2,0,0,-2,2,0,1,1,2,0,0,2,0,2,2,0,0,-2,2,0,0,-2
676,167,89kin02pqhh83k_data.csv,2,30,Male,Indian,Tamil,1,01,PLAYING TOGETHER TO TOCHING GAME. VERY INTERESTING,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,3,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677,167,89kin02pqhh83k_data.csv,2,30,Male,Indian,Tamil,2,09,VERY INTERESTING TO PLAY . TOUCHING THE TABLE TO PLAY.,3,3,2,3,2,2,3,3,3,2,3,4,2,3,3,4,3,3,3,3,3,3,2,2,3,4,3,3,4,3,0,0,0,2,1,1,1,3,1,1,1,3,0,2,0,2,0,2,0,0,1,3,0,2,1,3
678,167,89kin02pqhh83k_data.csv,2,30,Male,Indian,Tamil,3,14,TO PLAYING INTERESTING TOGETHER.,3,3,2,3,2,2,4,3,2,2,3,4,2,3,3,3,3,4,3,3,3,3,2,2,3,3,3,3,3,4,0,0,1,3,0,0,1,3,1,1,0,2,1,3,0,2,0,2,0,0,0,2,0,2,1,3
679,167,89kin02pqhh83k_data.csv,2,30,Male,Indian,Tamil,4,11,VERY ENJOYABLE TO MOVEMENT PLAYING TOGETHER,3,3,2,3,2,2,3,4,2,2,4,3,2,2,3,4,3,3,4,3,3,3,2,2,3,3,4,3,3,3,0,0,1,3,0,0,1,3,0,0,1,3,0,2,1,3,0,2,0,0,0,2,1,3,0,2
684,164,8kinefwdyk3aa_data.csv,2,57,Male,American,English,1,11,They seemed to take turns and one did what the other did and then they kind of just did their own things,1,3,2,3,0,0,3,3,1,1,2,2,2,2,3,3,3,1,3,2,2,1,1,1,1,1,3,1,1,3,0,-4,0,2,0,-2,0,0,0,0,0,2,2,0,1,1,1,-1,0,-2,0,-2,2,0,2,0
685,164,8kinefwdyk3aa_data.csv,2,57,Male,American,English,2,09,then one on the right seemed to be giving direction to the other and the other did not like it at the end,3,2,3,2,1,1,2,2,3,1,1,1,1,2,1,2,2,3,1,3,1,1,1,1,3,2,1,3,1,1,0,-2,0,0,2,0,0,-2,1,-1,1,-1,1,1,2,0,0,-2,0,-2,1,1,2,0,0,-2
686,164,8kinefwdyk3aa_data.csv,2,57,Male,American,English,3,12,"they seemed to be quiet, no one giving instruction. I think they were cooperating but hard to say",2,3,2,3,1,1,2,2,1,1,2,2,1,1,2,2,2,2,3,3,0,0,1,1,1,1,1,1,1,1,0,-2,0,0,0,-2,0,0,0,-2,0,0,0,0,0,2,0,-4,0,-2,0,-2,0,-2,0,-2
687,164,8kinefwdyk3aa_data.csv,2,57,Male,American,English,4,13,They both seem very happy and are having fun playing together,1,3,1,3,0,0,3,3,1,1,3,3,1,1,3,3,3,3,3,3,0,0,0,0,1,1,1,1,1,1,0,-4,0,2,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-4,0,-4,0,-2,0,-2,0,-2
692,165,8kinhdje1o2tz_data.csv,2,21,Male,Indian,Tamil,1,03,"THE CHILDREN WAS TOUCHING IN SCREEN AND PLAYING BOTH,AND THEY ARE VERY ENJOY THIS MOMENT AND VERY HAPPY.THE GIRL IS VERY BEAUTIFUL,BOY WAS VERY HANDSOME",2,3,3,2,1,1,2,3,2,1,2,1,1,1,3,2,3,2,3,2,3,3,2,1,2,2,2,3,3,3,0,-2,1,1,1,-1,1,-1,0,-2,1,1,1,1,1,1,0,2,1,-1,0,0,1,1,0,2
693,165,8kinhdje1o2tz_data.csv,2,21,Male,Indian,Tamil,2,14,THE TWO CHILDREN ARE PLAYING IN TOUCH SCREEN THEY ARE VERY ENJOYED,4,3,0,1,3,0,2,4,0,1,4,1,4,3,1,4,3,0,0,4,1,0,1,0,3,0,3,2,3,2,3,-1,2,2,1,-3,3,1,1,3,3,1,3,-1,4,0,1,-3,1,-3,3,-1,1,1,1,1
694,165,8kinhdje1o2tz_data.csv,2,21,Male,Indian,Tamil,3,13,THE CHILDREN ARE PLAYING IN TOUCH SCREEN VERY WELL BUT SOMETIMES ANGRY TO ANOTHER CHILD,1,0,2,0,0,4,3,2,3,3,3,4,1,2,4,0,2,2,4,0,0,2,4,3,3,1,0,1,1,1,4,0,1,1,0,2,1,3,1,-1,4,0,0,0,4,0,2,-2,1,3,2,0,1,-3,0,-2
695,165,8kinhdje1o2tz_data.csv,2,21,Male,Indian,Tamil,4,07,THE CHILDREN ARE PLAYING AND SPEAKING VERY WELL AND THEY ARE  ENJOYED THIS GAME,0,1,3,1,2,4,0,1,0,0,0,1,4,0,0,0,4,0,1,1,1,4,0,0,2,0,0,1,1,1,2,2,1,-3,0,-4,1,-3,4,0,0,-4,4,0,0,-2,3,1,0,-4,2,-2,1,-3,0,-2
700,166,8kino6ulvwf8b_data.csv,2,34,Female,American,English,1,18,Video has no audio and the children are erase the word on the glass table,1,2,2,2,2,2,4,2,3,2,4,2,3,1,3,3,3,2,3,3,2,3,1,2,4,2,3,4,3,2,0,0,2,2,1,1,2,2,2,0,0,2,1,1,0,2,1,1,1,-1,2,2,1,3,1,1
701,166,8kino6ulvwf8b_data.csv,2,34,Female,American,English,2,17,That video has no audio and the children are play in the screen,2,2,1,2,2,2,2,3,1,3,1,3,4,2,2,3,2,2,3,3,3,3,1,3,1,3,4,3,2,4,0,0,1,1,2,0,2,0,2,2,1,1,0,0,0,2,0,2,2,0,2,0,1,3,2,2
702,166,8kino6ulvwf8b_data.csv,2,34,Female,American,English,3,19,The children are play in the drawing table,2,1,1,1,2,2,3,2,3,1,1,3,3,2,3,2,2,3,3,3,3,3,2,1,1,3,2,3,2,3,0,0,1,1,2,0,2,0,1,1,1,1,1,1,0,2,0,2,1,-1,2,0,1,1,1,1
703,166,8kino6ulvwf8b_data.csv,2,34,Female,American,English,4,09,The children are play in the drawing table,2,3,2,1,2,4,3,2,2,2,1,3,3,4,1,3,2,3,2,3,3,2,2,3,1,3,2,1,2,4,2,2,1,1,0,0,2,0,1,3,2,0,1,1,1,1,1,1,1,1,2,0,1,-1,2,2
704,113,90kinet1wy3gyv_data.csv,2,46,Female,American,English,1,15,The boy in yellow did not want the boy in red to participate in the activity. He pushed his hand away when he tried to help.,1,1,3,1,3,1,3,1,1,1,3,3,3,3,3,1,1,2,1,3,1,1,3,1,3,3,1,3,3,1,2,0,2,0,0,-2,0,2,0,2,2,0,1,-1,2,0,0,-2,2,0,0,2,2,0,2,0
705,113,90kinet1wy3gyv_data.csv,2,46,Female,American,English,2,02,The boy in yellow was trying to block his area from the boy in red. The boy in red continued trying to get to the boy in yellow's area anyway.,3,1,3,1,1,1,1,3,3,1,1,3,3,3,1,2,1,1,3,3,1,1,1,1,3,3,2,3,3,1,0,-2,2,0,2,0,2,0,0,2,1,-1,0,-2,0,2,0,-2,0,-2,0,2,1,1,2,0
706,113,90kinet1wy3gyv_data.csv,2,46,Female,American,English,3,16,"They worked together to a certain extent. The boy was very excited and pushed the girl's hand away, but he did let her finish what she was doing.",1,3,1,3,1,1,2,2,1,1,1,3,3,1,3,3,1,3,3,3,1,1,2,1,2,3,1,2,1,1,0,-2,0,0,0,-2,2,0,2,0,0,2,2,0,0,2,0,-2,1,-1,1,1,1,-1,0,-2
707,113,90kinet1wy3gyv_data.csv,2,46,Female,American,English,4,07,They talked more than any of the other sets. They seemed to be working independently.,1,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,3,3,1,3,1,1,1,1,3,2,1,1,0,-2,0,-2,0,-2,0,-2,0,2,0,2,0,-2,0,2,2,0,0,-2,0,-2,1,1,0,-2
708,192,90kinrhyg5ofjv_data.csv,2,38,Male,American,English,1,01,they are very compeating and active,4,0,0,4,1,1,4,4,1,1,4,4,2,2,4,4,3,3,4,4,3,3,1,1,1,1,3,3,3,3,0,-2,0,4,0,-2,0,4,0,0,0,4,0,2,0,4,0,2,0,-2,0,-2,0,2,0,2
709,192,90kinrhyg5ofjv_data.csv,2,38,Male,American,English,2,02,they are not cooperating but they are active and happy,0,0,4,0,1,1,3,3,1,1,3,3,3,1,2,2,3,3,3,3,3,1,1,1,1,1,3,3,2,2,0,-2,0,2,0,-2,0,2,2,0,0,0,0,2,0,2,2,0,0,-2,0,-2,0,2,0,0
710,192,90kinrhyg5ofjv_data.csv,2,38,Male,American,English,3,04,they are active and are cooperating well,1,4,0,4,0,0,4,4,0,0,4,4,3,3,4,4,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,-4,0,4,0,-4,0,4,0,2,0,4,0,2,0,2,0,2,0,-4,0,-4,0,2,0,2
711,192,90kinrhyg5ofjv_data.csv,2,38,Male,American,English,4,20,they are active and lively,1,3,1,3,2,0,1,4,0,0,3,4,3,4,3,4,3,4,3,3,3,4,2,0,1,1,3,4,3,4,2,-2,3,1,0,-4,1,3,1,3,1,3,1,3,0,2,1,3,2,-2,0,-2,1,3,1,3
712,114,91kinnp9uozxsy_data.csv,2,58,Male,American,English,1,20,One child was drawing something on the screen and the second child was laughing at what was being done.,1,3,2,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,1,3,1,1,3,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,2,0,2,0
713,114,91kinnp9uozxsy_data.csv,2,58,Male,American,English,2,03,Both children were active and a little aggressive in handling the screen but were very interested in what they were doing.,3,3,1,3,1,1,3,3,1,1,3,3,1,3,3,3,3,3,3,3,1,1,1,1,1,2,3,3,1,1,0,-2,0,2,0,-2,0,2,2,0,0,2,0,2,0,2,0,-2,0,-2,1,-1,0,2,0,-2
714,114,91kinnp9uozxsy_data.csv,2,58,Male,American,English,3,17,Both children were happy but doing their own thing. The girl on the right was a little aggressive.,3,3,3,3,1,1,3,3,1,2,3,3,3,3,3,3,1,3,3,3,1,1,1,1,1,2,2,3,1,1,0,-2,0,2,1,-1,0,2,0,2,0,2,2,0,0,2,0,-2,0,-2,1,-1,1,1,0,-2
