1,0,variables
-0.022939925194136877,-0.09332119694678956,face00_x
-0.08950239213441985,0.05459170042699609,face00_y
-0.02695876959724895,-0.08982652624380015,face01_x
-0.089983764557533,0.05589113938433809,face01_y
-0.03070497366968064,-0.08663056394366356,face02_x
-0.09053914126992899,0.05696537909978289,face02_y
-0.03494217305162827,-0.08355342029607324,face03_x
-0.09103467463788179,0.05764304999704212,face03_y
-0.039094687040447405,-0.08061992590307743,face04_x
-0.09184543750488745,0.05879973589393051,face04_y
-0.041981648959758214,-0.07800895721981838,face05_x
-0.09253172233818707,0.06009174513316218,face05_y
-0.043953198598381295,-0.07598108418450855,face06_x
-0.09368301942968703,0.06187854291042909,face06_y
-0.04645826972069666,-0.0743783632611449,face07_x
-0.09592902585221613,0.06405053969336143,face07_y
-0.04868423401225773,-0.07471835856931805,face08_x
-0.09774075460805143,0.06553913337135206,face08_y
-0.05048508953413076,-0.07691914534038483,face09_x
-0.1002154561812066,0.06754548144458038,face09_y
-0.051701020878202025,-0.07946552301653165,face10_x
-0.1021643440766807,0.06815012895071977,face10_y
-0.05261662334881832,-0.08155904038971216,face11_x
-0.10377427939874194,0.0681430377112697,face11_y
-0.05224236143724331,-0.08405805151540413,face12_x
-0.10504523009365982,0.06753996886297739,face12_y
-0.05067249300872941,-0.08618427961591837,face13_x
-0.10600365578251075,0.06723939605445987,face13_y
-0.048982934414556305,-0.08850942666323411,face14_x
-0.1078088178361422,0.06780947882198049,face14_y
-0.04759071513538193,-0.09103104570506004,face15_x
-0.1089572562384775,0.06780847981723949,face15_y
-0.04479424166178364,-0.09391272550437632,face16_x
-0.09487776120439165,0.0560617378293251,face16_y
-0.02337913281075828,-0.09329548959105488,face17_x
-0.09740305519129465,0.05667948873435763,face17_y
-0.022800126334688867,-0.0954194026468989,face18_x
-0.10041158237069066,0.058297591479957216,face18_y
-0.02335938516241593,-0.09635402758476887,face19_x
-0.10290537728168682,0.060537285423849445,face19_y
-0.024446191124779977,-0.09671568842800544,face20_x
-0.10512805024164786,0.06241314959902148,face20_y
-0.026375988793169335,-0.09648402229568588,face21_x
-0.11055777729754165,0.0663384519798279,face21_y
-0.03019657906644854,-0.09797147823389803,face22_x
-0.11268029144630373,0.06743603287702969,face22_y
-0.03145604451066013,-0.0996865701866198,face23_x
-0.11452922713475923,0.06843299917481786,face23_y
-0.03350508174643365,-0.1006857888836104,face24_x
-0.11598709136894694,0.06967672889487161,face24_y
-0.03608951124504921,-0.1009310986462548,face25_x
-0.1161248533646004,0.07025976612905625,face25_y
-0.03969275054273083,-0.0997974860270261,face26_x
-0.10655871371356823,0.06503482229489926,face26_y
-0.03136775865755867,-0.09488103271507684,face27_x
-0.1062699352087016,0.0649922824525485,face27_y
-0.03322129961057451,-0.09322879337517584,face28_x
-0.10620868565364437,0.06539229135850233,face28_y
-0.03502039083463684,-0.09194102402874192,face29_x
-0.10604996801667663,0.06546132257623874,face29_y
-0.03677895863655552,-0.0896345553109097,face30_x
-0.10229494036142181,0.06373776634450115,face30_y
-0.03730508377263922,-0.08790555566535106,face31_x
-0.10344304588537004,0.06460466216009736,face31_y
-0.038345930938397034,-0.0879535064961777,face32_x
-0.10448331068553982,0.06546130265037287,face32_y
-0.03942105429518068,-0.08785945926613357,face33_x
