,pptID,fileName,condition,age,gender,nationality,firstLang,trial,clipId,freetext,Competing,Cooperating,PlaySeparate,PlayTogether,leftSad,rightSad,leftHappy,rightHappy,leftAngry,rightAngry,leftExcited,rightExcited,leftCalm,rightCalm,leftFriendly,rightFriendly,leftAggressive,rightAggressive,leftEngaged,rightEngaged,leftDistracted,rightDistracted,leftBored,rightBored,leftFrustrated,rightFrustrated,leftDominant,rightDominant,leftSubmissive,rightSubmissive,diffSad,sumSad,diffHappy,sumHappy,diffAngry,sumAngry,diffExcited,sumExcited,diffCalm,sumCalm,diffFriendly,sumFriendly,diffAggressive,sumAggressive,diffEngaged,sumEngaged,diffDistracted,sumDistracted,diffBored,sumBored,diffFrustrated,sumFrustrated,diffDominant,sumDominant,diffSubmissive,sumSubmissive
4,94,10kinos8b34va6_data.csv,1,23,Male,American,English,1,15,I notice that they slow down towards the end most likely because they are trying to find the best option.,3,3,0,4,1,1,3,3,1,1,2,2,2,2,1,1,3,3,3,3,1,1,2,1,1,2,2,2,2,2,0,-2,0,2,0,-2,0,0,0,0,0,-2,0,2,0,2,0,-2,1,-1,1,-1,0,0,0,0
5,94,10kinos8b34va6_data.csv,1,23,Male,American,English,2,02,"The child on the right seems to be taking over, while the one on the left is participating as well.",3,2,0,3,1,1,2,2,1,3,1,3,3,1,3,1,1,3,3,3,1,0,1,1,1,3,4,1,3,0,0,-2,0,0,2,0,2,0,2,0,2,0,2,0,0,2,1,-3,0,-2,2,0,3,1,3,-1
6,94,10kinos8b34va6_data.csv,1,23,Male,American,English,3,08,"Both seem pretty calm, but the child on the left does not seem to be interested.",1,2,3,1,2,1,2,2,1,1,1,2,2,3,1,3,1,0,1,3,4,1,4,1,2,1,1,2,3,2,1,-1,0,0,0,-2,1,-1,1,1,2,0,1,-3,2,0,3,1,3,1,1,-1,1,-1,1,1
7,94,10kinos8b34va6_data.csv,1,23,Male,American,English,4,11,These children seem to be working together pretty well and communicating about something.,1,3,0,4,1,1,3,3,1,1,3,3,2,2,3,3,1,1,3,4,1,1,1,1,1,1,2,2,1,1,0,-2,0,2,0,-2,0,2,0,0,0,2,0,-2,1,3,0,-2,0,-2,0,-2,0,0,0,-2
20,95,11kinbyymgve2g_data.csv,1,39,Female,American,English,1,18,They were playing together and the one on the left stopped,2,3,1,3,1,1,2,4,1,2,0,4,2,1,3,2,1,1,1,4,4,0,3,0,1,3,0,4,3,0,0,-2,2,2,1,-1,4,0,1,-1,1,1,0,-2,3,1,4,0,3,-1,2,0,4,0,3,-1
21,95,11kinbyymgve2g_data.csv,1,39,Female,American,English,2,19,It seems like they were showing each other how to play,0,4,0,4,0,0,3,3,0,0,2,2,4,4,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,-4,0,2,0,-4,0,0,0,4,0,4,0,-4,0,4,0,-4,0,-4,0,-4,0,-4,0,-4
22,95,11kinbyymgve2g_data.csv,1,39,Female,American,English,3,10,The child on the right messed up and got frustrated a little bit,1,2,3,1,0,2,2,2,0,0,1,1,2,3,1,3,3,0,2,4,3,0,2,0,1,3,3,1,0,3,2,-2,0,0,0,-4,0,-2,1,1,2,0,3,-1,2,2,3,-1,2,-2,2,0,2,0,3,-1
23,95,11kinbyymgve2g_data.csv,1,39,Female,American,English,4,04,I saw they were playing together and learning from each other,0,4,0,4,0,0,3,3,0,0,2,3,4,4,4,4,0,0,4,4,0,0,0,0,0,0,0,0,1,1,0,-4,0,2,0,-4,1,1,0,4,0,4,0,-4,0,4,0,-4,0,-4,0,-4,0,-4,0,-2
36,8,12kinbaze9snso_data.csv,1,34,Male,Indian,Hindi,1,06,they are playing with there hands ,3,3,3,4,2,1,3,3,2,1,1,3,3,1,4,1,1,3,1,3,2,2,2,1,2,1,1,3,2,3,1,-1,0,2,1,-1,2,0,2,0,3,1,2,0,2,0,0,0,1,-1,1,-1,2,0,1,1
37,8,12kinbaze9snso_data.csv,1,34,Male,Indian,Hindi,2,16,The left child is giving something to a right child and right child is taking that thing and putting on the table,2,3,1,4,1,1,3,2,1,1,3,1,1,3,3,3,3,1,1,3,1,1,1,1,1,1,3,1,2,2,0,-2,1,1,0,-2,2,0,2,0,0,2,2,0,2,0,0,-2,0,-2,0,-2,2,0,0,0
38,8,12kinbaze9snso_data.csv,1,34,Male,Indian,Hindi,3,19,Both children talking to each other and putting something on table ,3,4,2,3,1,1,3,3,1,1,3,3,3,3,3,3,3,3,4,4,1,1,1,1,1,1,3,3,3,3,0,-2,0,2,0,-2,0,2,0,2,0,2,0,2,0,4,0,-2,0,-2,0,-2,0,2,0,2
39,8,12kinbaze9snso_data.csv,1,34,Male,Indian,Hindi,4,07,Right child is giving instruction to left child ,3,4,1,3,1,1,3,3,1,1,2,3,3,1,3,3,1,3,3,3,1,1,1,1,1,1,1,4,2,2,0,-2,0,2,0,-2,1,1,2,0,0,2,2,0,0,2,0,-2,0,-2,0,-2,3,1,0,0
40,96,12kindp99okh7a_data.csv,1,30,Female,American,English,1,04,"The children are struggling to move close to each other. Also, they are trying to communicate.",4,3,1,3,1,1,4,3,1,1,3,2,3,1,3,3,3,3,3,3,3,1,1,3,0,3,0,0,3,3,0,-2,1,3,0,-2,1,1,2,0,0,2,0,2,0,2,2,0,2,0,3,-1,0,-4,0,2
41,96,12kindp99okh7a_data.csv,1,30,Female,American,English,2,07,The children was communicating to each other . The child on the right was like explaining something to the child on the left.,3,4,0,3,1,1,3,3,0,0,3,3,3,3,4,4,4,4,4,4,1,1,0,0,1,1,0,0,4,4,0,-2,0,2,0,-4,0,2,0,2,0,4,0,4,0,4,0,-2,0,-4,0,-2,0,-4,0,4
42,96,12kindp99okh7a_data.csv,1,30,Female,American,English,3,05,The children were playing but playing separately. The child on the left was less concerned with what the child on the right was doing.,3,0,4,1,3,1,1,3,3,1,1,3,2,3,1,3,3,3,4,4,1,3,3,1,3,1,1,2,3,3,2,0,2,0,2,0,2,0,1,1,2,0,0,2,0,4,2,0,2,0,2,0,1,-1,0,2
43,96,12kindp99okh7a_data.csv,1,30,Female,American,English,4,17,Th children were playing together but the child on the right was dominant he never wanted the other child to play.,1,1,1,3,3,1,1,3,3,1,0,3,3,1,3,0,3,1,1,3,4,1,3,1,3,1,0,4,3,2,2,0,2,0,2,0,3,-1,2,0,3,-1,2,0,2,0,3,1,2,0,2,0,4,0,1,1
44,9,13kin5bator364_data.csv,1,59,Female,American,English,1,04,It seems like they were playing a game together but not really interacting.,3,1,3,1,0,1,1,3,2,3,1,3,1,1,3,0,1,3,4,4,2,1,3,1,1,3,1,4,1,3,1,-3,2,0,1,1,2,0,0,-2,3,-1,2,0,0,4,1,-1,2,0,2,0,3,1,2,0
45,9,13kin5bator364_data.csv,1,59,Female,American,English,2,20,The children were playing well together. They seemed to have alot of interaction between them.,1,4,1,4,2,2,3,3,1,1,3,3,1,1,3,3,1,1,4,4,1,1,1,1,3,3,2,1,2,2,0,0,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,4,0,-2,0,-2,0,2,1,-1,0,0
46,9,13kin5bator364_data.csv,1,59,Female,American,English,3,11,I noticed that the children were angry with each other.,4,0,3,1,3,4,1,1,3,4,3,4,1,0,1,0,1,3,3,4,0,1,2,2,3,4,1,4,3,1,1,3,0,-2,1,3,1,3,1,-3,1,-3,2,0,1,3,1,-3,0,0,1,3,3,1,2,0
47,9,13kin5bator364_data.csv,1,59,Female,American,English,4,02,The children seemed to enjoy playing together.,1,3,0,4,1,1,3,4,1,2,3,4,1,3,3,4,1,3,3,4,1,1,1,1,1,2,1,3,2,1,0,-2,1,3,1,-1,1,3,2,0,1,3,2,0,1,3,0,-2,0,-2,1,-1,2,0,1,-1
56,10,13kint5kcs89m0_data.csv,1,59,Female,American,English,1,09,The child on the left seemed like it was touching the game pieces of the person on the right. The person on the right shooed away the person on the left.,3,1,3,1,1,2,1,3,0,3,4,1,1,3,2,2,3,1,1,3,3,1,3,1,3,3,1,3,1,1,1,-1,2,0,3,-1,3,1,2,0,0,0,2,0,2,0,2,0,2,0,0,2,2,0,0,-2
57,10,13kint5kcs89m0_data.csv,1,59,Female,American,English,2,16,They seemed to be taking turns and interacting.,1,4,1,4,1,1,3,3,0,0,1,1,3,3,3,3,0,0,4,4,0,0,1,1,1,1,0,0,0,0,0,-2,0,2,0,-4,0,-2,0,2,0,2,0,-4,0,4,0,-4,0,-2,0,-2,0,-4,0,-4
58,10,13kint5kcs89m0_data.csv,1,59,Female,American,English,3,10,"The child on the left seems to have moved the pieces of the child on the right, or at least made moves the child on the right did not like. The child on the right was upset by this.",3,1,3,1,0,4,3,0,1,1,3,1,3,1,2,2,4,1,3,3,1,1,3,1,1,4,4,0,1,3,4,0,3,-1,0,-2,2,0,2,0,0,0,3,1,0,2,0,-2,2,0,3,1,4,0,2,0
59,10,13kint5kcs89m0_data.csv,1,59,Female,American,English,4,08,The child on the left is not very engaged in the game and seems restless and bored.,1,1,3,1,3,0,0,3,3,0,3,1,0,3,2,1,0,4,3,4,0,0,4,0,4,1,0,4,3,1,3,-1,3,-1,3,-1,2,0,3,-1,1,-1,4,0,1,3,0,-4,4,0,3,1,4,0,2,0
60,97,14kinq7qqq5mok_data.csv,1,28,Female,American,English,1,05,The child on the right was moving more than the child on the left. The child on the left seemed bored.,1,1,1,3,3,1,1,3,1,1,1,3,3,1,1,3,1,1,1,3,3,1,3,1,1,1,1,2,3,1,2,0,2,0,0,-2,2,0,2,0,2,0,0,-2,2,0,2,0,2,0,0,-2,1,-1,2,0
61,97,14kinq7qqq5mok_data.csv,1,28,Female,American,English,2,04,They were both active in interacting with each other.,2,3,1,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
62,97,14kinq7qqq5mok_data.csv,1,28,Female,American,English,3,15,The child on the left reached to do something but the child on the right stopped them.,1,1,1,1,3,1,1,3,1,1,3,3,2,2,3,1,1,3,3,3,1,1,1,1,3,1,1,3,3,1,2,0,2,0,0,-2,0,2,0,0,2,0,2,0,0,2,0,-2,0,-2,2,0,2,0,2,0
63,97,14kinq7qqq5mok_data.csv,1,28,Female,American,English,4,07,The child on the right was telling the one on the left what to do.,1,1,3,1,1,1,3,2,1,3,1,3,3,1,3,1,1,3,3,3,1,1,1,1,1,3,1,3,1,1,0,-2,1,1,2,0,2,0,2,0,2,0,2,0,0,2,0,-2,0,-2,2,0,2,0,0,-2
64,98,14kinseqwm5jf9_data.csv,1,34,Male,American,English,1,04,It seems like the one on the right is teaching the one on the left.,2,3,0,3,1,1,2,3,1,1,0,3,3,3,2,3,0,3,1,4,3,0,3,0,1,3,0,4,3,0,0,-2,1,1,0,-2,3,-1,0,2,1,1,3,-1,3,1,3,-1,3,-1,2,0,4,0,3,-1
65,98,14kinseqwm5jf9_data.csv,1,34,Male,American,English,2,15,"Once again the child on the right was dominant and the one on the left seemed less interested, possibly distracted.",3,2,1,3,3,0,1,3,3,1,0,3,3,1,3,1,0,3,0,3,3,0,3,0,3,0,0,4,3,0,3,-1,2,0,2,0,3,-1,2,0,2,0,3,-1,3,-1,3,-1,3,-1,3,-1,4,0,3,-1
66,98,14kinseqwm5jf9_data.csv,1,34,Male,American,English,3,13,"These two seem to be having fun together, they are both interacting a lot with the table and the game.",3,4,0,4,0,0,4,4,0,0,3,3,0,0,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,-4,0,4,0,-4,0,2,0,-4,0,2,0,2,0,4,0,-4,0,-4,0,-4,0,-4,0,-4
67,98,14kinseqwm5jf9_data.csv,1,34,Male,American,English,4,10,"The child on the right appeared dominant at first, but he looks to have been just showing the one on the left how to play. It became cooperative and fun towards the end.",0,4,0,4,0,0,3,3,0,0,3,4,3,1,3,3,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,-4,0,2,0,-4,1,3,2,0,0,2,0,-4,0,2,0,-4,0,-4,0,-4,1,-3,0,-4
72,11,15kinhlsxcrzdp_data.csv,1,44,Female,Other,English,1,02,I think one child had something that the other chid wanted and they were having a spat over it. I think the child was trying to take the item from the child on the left. ,4,1,1,3,3,1,1,1,1,3,3,3,3,0,2,1,1,4,4,1,3,1,1,3,4,4,0,4,1,0,2,0,0,-2,2,0,0,2,3,-1,1,-1,3,1,3,1,2,0,2,0,0,4,4,0,1,-3
73,11,15kinhlsxcrzdp_data.csv,1,44,Female,Other,English,2,07,They seemed to be cooperating and communicating. ,0,4,1,4,1,1,4,4,1,1,3,3,3,3,3,3,1,1,4,4,1,1,1,1,1,1,1,1,2,2,0,-2,0,4,0,-2,0,2,0,2,0,2,0,-2,0,4,0,-2,0,-2,0,-2,0,-2,0,0
74,11,15kinhlsxcrzdp_data.csv,1,44,Female,Other,English,3,09,They seemd to be having a conversation but were disagreeing about something. ,3,0,1,3,3,1,1,1,3,3,1,1,3,1,2,1,1,3,3,3,3,3,1,3,3,3,1,3,3,1,2,0,0,-2,0,2,0,-2,2,0,1,-1,2,0,0,2,0,2,2,0,0,2,2,0,2,0
75,11,15kinhlsxcrzdp_data.csv,1,44,Female,Other,English,4,04,They are definitely playing together and having fun,1,4,0,4,0,0,4,4,0,0,3,3,3,3,4,4,1,1,4,4,0,0,0,0,1,1,1,1,1,1,0,-4,0,4,0,-4,0,2,0,2,0,4,0,-2,0,4,0,-4,0,-4,0,-2,0,-2,0,-2
80,12,16kin78ql6w7sq_data.csv,1,39,Female,American,English,1,17,The child on the right kept pushing the other child away as if they didn't want the other child playing with them. The child on the left was upset by this but kept trying.,2,0,1,1,3,1,0,0,3,4,2,3,1,0,2,1,1,3,2,3,1,0,1,0,3,4,1,3,3,0,2,0,0,-4,1,3,1,1,1,-3,1,-1,2,0,1,1,1,-3,1,-3,1,3,2,0,3,-1
81,12,16kin78ql6w7sq_data.csv,1,39,Female,American,English,2,08,The child on the right was engaged in the game and seemed to want the child on the left to join them but the child on the left was distracted and maybe confused.,1,2,2,2,2,1,1,3,0,0,0,3,3,3,2,3,0,0,0,3,4,1,3,1,1,2,1,2,2,1,1,-1,2,0,0,-4,3,-1,0,2,1,1,0,-4,3,-1,3,1,2,0,1,-1,1,-1,1,-1
82,12,16kin78ql6w7sq_data.csv,1,39,Female,American,English,3,20,"The children were both engaged in the game and either cmpeting or taking turns, and the child on the right seemed to be laughing.",3,1,1,3,0,0,2,3,0,1,4,4,1,1,2,2,3,2,4,4,1,1,0,0,0,1,3,1,1,1,0,-4,1,1,1,-3,0,4,0,-2,0,0,1,1,0,4,0,-2,0,-4,1,-3,2,0,0,-2
83,12,16kin78ql6w7sq_data.csv,1,39,Female,American,English,4,18,The child on the left kept trying to play but the child on the right kept pushing them away. At the end of the video the child on the left was getting up to leave.,1,0,3,0,3,1,0,1,3,3,1,3,1,0,2,1,1,4,2,4,3,1,2,0,4,3,1,4,3,0,2,0,1,-3,0,2,2,0,1,-3,1,-1,3,1,2,2,2,0,2,-2,1,3,3,1,3,-1
92,13,17kin4nfzv54zo_data.csv,1,40,Male,Indian,Tamil,1,05,"Both the children's are playing a game on a laptop, both are arguing about the play the game. ",3,2,0,4,2,2,2,2,1,2,2,3,3,1,3,2,2,3,3,3,2,2,2,1,2,1,1,3,1,1,0,0,0,0,1,-1,1,1,2,0,1,1,1,1,0,2,0,0,1,-1,1,-1,2,0,0,-2
93,13,17kin4nfzv54zo_data.csv,1,40,Male,Indian,Tamil,2,08,Both are interacting about an particular thing. Seems to be the right guy is explaining about that particular thing to the left one.,1,3,0,3,1,1,2,2,1,2,2,2,3,2,3,3,2,3,3,4,1,1,1,1,1,1,1,3,1,1,0,-2,0,0,1,-1,0,0,1,1,0,2,1,1,1,3,0,-2,0,-2,0,-2,2,0,0,-2
94,13,17kin4nfzv54zo_data.csv,1,40,Male,Indian,Tamil,3,11,Both are discussing aggressively about the game.  ,3,1,0,2,1,1,2,2,2,2,2,2,1,1,1,1,3,3,3,3,2,1,1,1,2,1,3,3,1,1,0,-2,0,0,0,0,0,0,0,-2,0,-2,0,2,0,2,1,-1,0,-2,1,-1,0,2,0,-2
95,13,17kin4nfzv54zo_data.csv,1,40,Male,Indian,Tamil,4,09,Both the children's are playing friendly and actively and interestingly communicating each other.,1,4,0,4,1,1,3,3,1,1,3,3,1,1,3,3,3,3,4,4,1,1,0,0,1,1,2,2,1,1,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,2,0,4,0,-2,0,-4,0,-2,0,0,0,-2
96,14,17kinuwtp1wfe0_data.csv,1,70,Female,American,English,1,16,I notice that the children seemed to be getting along with each other.,1,3,1,3,1,1,3,3,1,1,1,1,3,3,3,3,1,1,3,3,1,1,1,1,1,1,2,1,1,2,0,-2,0,2,0,-2,0,-2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,1,-1,1,-1
97,14,17kinuwtp1wfe0_data.csv,1,70,Female,American,English,2,04,The one on the right seemed much more active and/or aggressive than the one on the left.,2,2,1,3,1,1,2,2,1,2,1,3,3,1,3,2,1,4,2,3,1,1,1,1,1,3,1,4,3,1,0,-2,0,0,1,-1,2,0,2,0,1,1,3,1,1,1,0,-2,0,-2,2,0,3,1,2,0
98,14,17kinuwtp1wfe0_data.csv,1,70,Female,American,English,3,15,The children -- both of them -- seemed to play well together in a cooperative way.,1,4,1,3,1,1,3,3,1,1,1,1,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,0,-2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
99,14,17kinuwtp1wfe0_data.csv,1,70,Female,American,English,4,20,Both of the children seemed to be working or playing in tandem with the other.,1,3,1,3,1,1,3,3,1,1,1,1,3,3,3,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,0,-2,0,2,0,2,0,0,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
100,93,18kin67r5n54pv_data.csv,1,26,Male,American,English,1,03,"They are trying to touch each other's hands,i noticed movements on their bodies too.",4,4,0,4,0,0,4,4,0,0,4,4,4,4,4,4,0,0,4,4,0,0,0,0,0,0,2,2,4,4,0,-4,0,4,0,-4,0,4,0,4,0,4,0,-4,0,4,0,-4,0,-4,0,-4,0,0,0,4
101,93,18kin67r5n54pv_data.csv,1,26,Male,American,English,2,19,"They were playing a game together,this time their hands were off the table and the legs were more active.",4,4,0,4,0,0,4,4,0,0,4,4,4,4,4,4,0,0,4,4,0,0,0,0,0,0,2,2,4,4,0,-4,0,4,0,-4,0,4,0,4,0,4,0,-4,0,4,0,-4,0,-4,0,-4,0,0,0,4
102,93,18kin67r5n54pv_data.csv,1,26,Male,American,English,3,16,they are playing a game together on the table.,4,4,0,4,0,0,4,4,0,0,4,4,4,4,4,4,0,0,4,4,0,0,0,0,0,0,2,2,4,4,0,-4,0,4,0,-4,0,4,0,4,0,4,0,-4,0,4,0,-4,0,-4,0,-4,0,0,0,4
103,93,18kin67r5n54pv_data.csv,1,26,Male,American,English,4,04,they are playing together but child on the right seems aggressive.,4,4,0,4,4,4,1,1,0,4,0,0,4,0,4,0,0,4,4,4,0,0,0,0,4,4,2,2,4,0,0,4,0,-2,4,0,0,-4,4,0,4,0,4,0,0,4,0,-4,0,-4,0,4,0,0,4,0
108,15,19kin0lqj2l6ob_data.csv,1,36,Female,American,English,1,04,I noticed that the child on the left seems to be picking up objects and giving to or showing the child on the left and that they are communicating. ,1,3,1,3,2,2,2,2,2,2,2,2,3,3,3,3,1,1,3,3,1,1,1,1,2,2,1,3,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,0,2,0,0,-2
109,15,19kin0lqj2l6ob_data.csv,1,36,Female,American,English,2,19,The children in the video are interacting. They appear to be looking at something and sharing it. The child on the left had something in his hand he was showing the child on the right.,1,3,1,3,1,1,2,2,1,1,2,2,3,3,3,3,1,1,3,3,1,1,1,1,2,2,3,1,1,1,0,-2,0,0,0,-2,0,0,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,0,2,0,0,-2
110,15,19kin0lqj2l6ob_data.csv,1,36,Female,American,English,3,20,They were interacting in that they appeared to be sharing something. They were passing something back and forth.,1,3,1,3,1,1,2,2,1,1,2,2,3,3,3,3,1,1,3,3,1,1,1,1,2,2,1,1,1,1,0,-2,0,0,0,-2,0,0,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,0,0,-2,0,-2
111,15,19kin0lqj2l6ob_data.csv,1,36,Female,American,English,4,17,It appears they were both looking at something on a solid surface. The child on the right was interacting with it more then the child on the left. ,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,1,1,1,2,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,-2,0,-2,0,0,2,0,1,-1
112,16,19kinfudlo0h4q_data.csv,1,26,Male,Indian,Tamil,1,03,They are laughing and playing use hands.They very enjoy to do this.,1,1,0,2,0,3,4,1,0,3,3,1,0,4,3,2,2,3,3,2,1,1,0,3,2,3,2,3,1,3,3,-1,3,1,3,-1,2,0,4,0,1,1,1,1,1,1,0,-2,3,-1,1,1,1,1,2,0
113,16,19kinfudlo0h4q_data.csv,1,26,Male,Indian,Tamil,2,10,They was did not playing with each others but both are happy to do this,1,1,2,1,3,1,1,3,3,2,1,3,1,4,2,3,2,3,2,1,2,2,3,1,3,2,2,3,2,3,2,0,2,0,1,1,2,0,3,1,1,1,1,1,1,-1,0,0,2,0,1,1,1,1,1,1
114,16,19kinfudlo0h4q_data.csv,1,26,Male,Indian,Tamil,3,11,They each are playing and laughing with each other and they are enjoying,4,4,0,4,1,1,4,4,1,0,4,4,1,0,4,4,1,1,3,1,2,1,1,0,2,1,4,3,3,2,0,-2,0,4,1,-3,0,4,1,-3,0,4,0,-2,2,0,1,-1,1,-3,1,-1,1,3,1,1
115,16,19kinfudlo0h4q_data.csv,1,26,Male,Indian,Tamil,4,09,Left child was called to play the right children but the right child was did not accept,1,1,3,1,0,3,3,1,1,3,3,1,1,3,4,0,2,1,3,1,1,3,0,3,3,2,4,2,3,1,3,-1,2,0,2,0,2,0,2,0,4,0,1,-1,2,0,2,0,3,-1,1,1,2,2,2,0
120,92,1kind0vrvhuns_data.csv,1,30,Female,American,English,1,20,YES VERY GOOD ALL,4,4,4,2,1,0,4,4,4,3,3,4,4,3,4,3,2,3,3,1,4,3,2,3,3,4,2,2,3,2,1,-3,0,4,1,3,1,3,1,3,1,3,1,1,2,0,1,3,1,1,1,3,0,0,1,1
121,92,1kind0vrvhuns_data.csv,1,30,Female,American,English,2,04,YES VERY HAPPY ALL,4,2,2,2,3,2,4,3,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,3,3,2,2,3,4,3,1,1,1,3,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3
122,92,1kind0vrvhuns_data.csv,1,30,Female,American,English,3,11,YES VERY GOOD ALL,2,3,2,3,3,2,2,3,3,3,2,3,2,3,3,2,3,2,3,2,2,3,3,2,2,2,3,2,2,3,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
123,92,1kind0vrvhuns_data.csv,1,30,Female,American,English,4,17,THEY ARE CMPARTIENDO VERY CONTENTS,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,3,2,3,2,3,2,2,2,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
124,17,21kin9af4zo6lu_data.csv,1,45,Male,Other,Other,1,07,The child on the right seems to question the other child move or ask for explainations about it.,3,2,3,2,1,1,1,1,0,2,1,3,3,1,2,1,0,3,2,3,1,1,1,0,1,3,0,3,3,0,0,-2,0,-2,2,-2,2,0,2,0,1,-1,3,-1,1,1,0,-2,1,-3,2,0,3,-1,3,-1
125,17,21kin9af4zo6lu_data.csv,1,45,Male,Other,Other,2,12,The children are playing some kind of fast paced game and looks to me they are cooperating. There is a friendly / affectionate touch toward  the final of the video.,1,4,0,4,0,0,2,2,0,0,3,3,1,1,4,3,1,1,4,4,0,0,1,1,1,1,1,1,1,2,0,-4,0,0,0,-4,0,2,0,-2,1,3,0,-2,0,4,0,-4,0,-2,0,-2,0,-2,1,-1
126,17,21kin9af4zo6lu_data.csv,1,45,Male,Other,Other,3,01,"The children are competitive, they look to argue about plays and are blocking their opponent hands from doing something.",4,0,1,2,1,1,1,1,2,2,3,3,1,1,1,1,3,3,4,4,0,0,0,0,3,3,3,2,0,1,0,-2,0,-2,0,0,0,2,0,-2,0,-2,0,2,0,4,0,-4,0,-4,0,2,1,1,1,-3
127,17,21kin9af4zo6lu_data.csv,1,45,Male,Other,Other,4,17,"the child on the right is playing while the other is mostly observing. They seem to have fun, they are animated but I guess they are laughing / making funny comments on the opponent moves.",3,0,4,2,0,1,4,2,1,1,4,3,0,2,3,3,3,1,4,4,0,0,0,0,1,1,3,1,0,2,1,-3,2,2,0,-2,1,3,2,-2,0,2,2,0,0,4,0,-4,0,-4,0,-2,2,0,2,-2
132,18,21kinkjgdj2u2h_data.csv,1,26,Male,American,English,1,14,I think they are enjoying the game they are playing and there seems to be an aguement among them,3,1,0,3,3,3,1,1,3,1,1,1,1,3,3,1,1,3,3,3,2,2,1,3,3,1,3,1,1,3,0,2,0,-2,2,0,0,-2,2,0,2,0,2,0,0,2,0,0,2,0,2,0,2,0,2,0
133,18,21kinkjgdj2u2h_data.csv,1,26,Male,American,English,2,05,THE CHILD ON THE LEFT WAS VERY CALM IN WHAT THEY WERE DOING BUT THE ONE ON THE RIGHT WAS AGGITATIVE ,3,1,1,3,3,3,3,1,1,3,1,1,3,1,4,1,0,4,3,3,2,2,2,2,2,2,1,3,4,1,0,2,2,0,2,0,0,-2,2,0,3,1,4,0,0,2,0,0,0,0,0,0,2,0,3,1
134,18,21kinkjgdj2u2h_data.csv,1,26,Male,American,English,3,15,They were playing together on same table but the one on the left is more self control compare to the other,4,1,0,4,2,3,2,1,1,3,2,1,3,1,4,1,1,3,4,4,1,1,2,2,3,4,1,3,4,1,1,1,1,-1,2,0,1,-1,2,0,3,1,2,0,0,4,0,-2,0,0,1,3,2,0,3,1
135,18,21kinkjgdj2u2h_data.csv,1,26,Male,American,English,4,03,Both player were actively involve in the game and the are both looking angry and wanting to dominate ,3,1,0,3,2,2,1,1,3,3,1,1,0,0,1,1,3,3,3,3,2,2,2,2,3,3,3,3,1,1,0,0,0,-2,0,2,0,-2,0,-4,0,-2,0,2,0,2,0,0,0,0,0,2,0,2,0,-2
136,19,22kin2cc4vyve9_data.csv,1,41,Female,American,English,1,02,"The children appear to be having fun, playing a game together.",1,4,0,4,0,0,4,4,0,0,3,3,3,3,4,4,0,0,4,4,1,1,0,0,1,1,1,1,1,1,0,-4,0,4,0,-4,0,2,0,2,0,4,0,-4,0,4,0,-2,0,-4,0,-2,0,-2,0,-2
137,19,22kin2cc4vyve9_data.csv,1,41,Female,American,English,2,05,I noticed that the children appear to be playing a game separately.,2,4,4,1,1,1,3,3,0,0,1,3,3,1,3,3,0,1,3,4,0,0,3,0,1,1,1,1,1,1,0,-2,0,2,0,-4,2,0,2,0,0,2,1,-3,1,3,0,-4,3,-1,0,-2,0,-2,0,-2
138,19,22kin2cc4vyve9_data.csv,1,41,Female,American,English,3,18,Two children are excitedly playing a game together. The child on the right seems a bit aggressive.,2,3,0,3,1,1,3,3,1,1,3,3,1,1,3,3,1,3,4,4,1,1,0,0,1,1,1,3,3,1,0,-2,0,2,0,-2,0,2,0,-2,0,2,2,0,0,4,0,-2,0,-4,0,-2,2,0,2,0
